room_id;room_type;city;borough;neighborhood;reviews;overall_satisfaction;accommodates;bedrooms;price;property_type
2040000;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;0;0.0;2;1.0;63.0;Apartment
16141518;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;4;1.0;78.0;Apartment
5269829;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;4;1.0;69.0;Apartment
2844380;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;1;0.0;4;2.0;75.0;Apartment
2563152;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;10;5.0;3;2.0;81.0;Apartment
4595936;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;3;2.0;82.0;Apartment
2904336;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;1;0.0;3;2.0;78.0;Apartment
8774044;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;0;0.0;2;1.0;78.0;Apartment
18451541;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;1;0.0;6;3.0;78.0;Apartment
9605509;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;3;4.5;4;1.0;81.0;Apartment
17527377;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;5;5.0;1;1.0;67.0;Apartment
11693562;Entire home/apt;Sao Paulo;SAO PAULO;Lapa;1;0.0;2;1.0;66.0;House
17251465;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;0;0.0;4;3.0;67.0;Apartment
2223472;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;9;4.0;3;1.0;69.0;Apartment
17679102;Entire home/apt;Sao Paulo;SAO PAULO;Vila Sônia;1;0.0;5;2.0;78.0;Apartment
14886646;Entire home/apt;Sao Paulo;SAO PAULO;Vila Leopoldina;3;5.0;3;2.0;71.0;Apartment
1821467;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;14;5.0;7;3.0;82.0;Apartment
4337526;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;0;0.0;3;2.0;76.0;Apartment
13993355;Entire home/apt;Sao Paulo;SAO PAULO;Rio Pequeno;0;0.0;5;3.0;78.0;Apartment
9576708;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;72.0;Apartment
17871509;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;0;0.0;1;2.0;69.0;Apartment
2493804;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;19;4.5;3;1.0;69.0;Apartment
18358802;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;0;0.0;3;1.0;81.0;Apartment
17929336;Entire home/apt;Sao Paulo;SAO PAULO;Butantã;1;0.0;3;3.0;76.0;Apartment
11093493;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;2;0.0;2;2.0;73.0;Apartment
15865499;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;4;5.0;6;2.0;78.0;Apartment
3901852;Entire home/apt;Sao Paulo;SAO PAULO;Vila Andrade;41;5.0;8;3.0;72.0;Apartment
14049581;Entire home/apt;Sao Paulo;SAO PAULO;Jabaquara;0;0.0;4;2.0;81.0;House
2617597;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;6;4.5;2;1.0;80.0;Apartment
9074223;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;5;2.0;69.0;Apartment
12886720;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;3;1.0;81.0;Apartment
16620504;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;3;1.0;69.0;Apartment
6042719;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;2;1.0;66.0;Apartment
3412566;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;80.0;Apartment
11235115;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;0.0;78.0;Apartment
12780118;Entire home/apt;Sao Paulo;SAO PAULO;Santo Amaro;5;5.0;2;1.0;70.0;Apartment
14035819;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;1;0.0;2;1.0;75.0;Apartment
16433985;Entire home/apt;Sao Paulo;SAO PAULO;Butantã;0;0.0;2;2.0;78.0;House
3217246;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;3;1.0;63.0;Apartment
2745101;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;10;5.0;2;1.0;69.0;Apartment
18139780;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;0;0.0;3;2.0;70.0;Apartment
18057675;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;0.0;79.0;Apartment
5340442;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;5;5.0;4;0.0;80.0;Apartment
9294225;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;1.0;72.0;Apartment
11104083;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;2;1.0;72.0;Apartment
4713774;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;4.5;2;1.0;68.0;Apartment
19472532;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;73.0;Apartment
14482204;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;2.0;81.0;Apartment
2418531;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;4.5;4;2.0;70.0;Apartment
16539577;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;5.0;4;2.0;69.0;Serviced apartment
15590470;Entire home/apt;Sao Paulo;SAO PAULO;Santo Amaro;5;5.0;4;2.0;77.0;Apartment
5149488;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;33;4.5;3;1.0;68.0;Apartment
9267600;Entire home/apt;Sao Paulo;SAO PAULO;Santo Amaro;0;0.0;2;1.0;78.0;Apartment
18931501;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;3;1.0;64.0;Apartment
10898524;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;11;5.0;2;1.0;72.0;Apartment
12449712;Entire home/apt;Sao Paulo;SAO PAULO;Moema;4;5.0;2;0.0;73.0;Apartment
19012502;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;0;0.0;4;2.0;78.0;Apartment
16519024;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;6;2.0;74.0;Apartment
18792132;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;1.0;75.0;Apartment
16687410;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;4;4.0;3;2.0;69.0;Apartment
11227531;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;4;2.0;78.0;Apartment
4016105;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;5.0;3;1.0;74.0;Loft
16974204;Entire home/apt;Sao Paulo;SAO PAULO;Santo Amaro;12;5.0;2;1.0;65.0;Apartment
18997663;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;4;1.0;63.0;Apartment
16946064;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;8;5.0;5;3.0;73.0;Apartment
2771597;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;7;4.5;2;2.0;75.0;Apartment
8409099;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;0;0.0;4;1.0;66.0;Apartment
16828380;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;0;0.0;4;3.0;78.0;Apartment
9919288;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;12;4.5;3;2.0;81.0;Loft
10856503;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;3;4.0;5;3.0;75.0;Apartment
15844321;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;2;1.0;62.0;Apartment
5316438;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;9;4.5;5;3.0;69.0;Apartment
17729375;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;0;0.0;2;1.0;67.0;Apartment
3057523;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;2;0.0;4;2.0;78.0;Apartment
2265579;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;0;0.0;4;2.0;78.0;Apartment
15221492;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;4;2.0;72.0;Apartment
9667987;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;1;0.0;2;1.0;69.0;Apartment
14260967;Entire home/apt;Sao Paulo;SAO PAULO;República;1;0.0;4;2.0;63.0;Apartment
15379937;Entire home/apt;Sao Paulo;SAO PAULO;Lapa;1;0.0;5;3.0;77.0;Apartment
13299510;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;1;0.0;6;0.0;76.0;Apartment
3129827;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;2;1.0;78.0;Apartment
16241704;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;0;0.0;2;1.0;75.0;Apartment
15546747;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;0;0.0;5;4.0;78.0;Apartment
10627970;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;4;5.0;3;2.0;81.0;Apartment
17812236;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;4;2.0;70.0;Apartment
9297038;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;1;0.0;4;1.0;78.0;House
15041465;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;1;0.0;3;2.0;69.0;Apartment
3911725;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;1;0.0;4;2.0;78.0;Apartment
17254307;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;0;0.0;3;2.0;77.0;Apartment
3200512;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;1;0.0;4;2.0;69.0;Apartment
1741122;Entire home/apt;Sao Paulo;SAO PAULO;Barra Funda;5;4.5;4;2.0;78.0;Apartment
16908129;Entire home/apt;Sao Paulo;SAO PAULO;Butantã;5;4.5;2;1.0;69.0;House
15672466;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;1;0.0;4;2.0;69.0;Apartment
15261817;Entire home/apt;Sao Paulo;SAO PAULO;Morumbi;18;5.0;5;3.0;72.0;Apartment
14064019;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;10;4.5;6;4.0;73.0;Apartment
3056957;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;2;0.0;4;2.0;72.0;Apartment
9980302;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;4;0.0;72.0;House
8070278;Entire home/apt;Sao Paulo;SAO PAULO;Moema;5;5.0;2;1.0;69.0;Apartment
12917308;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;62.0;Apartment
2777988;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;1.0;69.0;Apartment
14900896;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;12;5.0;2;1.0;69.0;Apartment
5924822;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;3.5;2;1.0;78.0;Apartment
7171344;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;8;4.5;6;2.0;80.0;Condominium
1355389;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;4;2.0;78.0;House
14993066;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;5.0;2;1.0;70.0;Apartment
13527337;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;0.0;72.0;Apartment
11859368;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;2.0;69.0;Condominium
8902163;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;62.0;Apartment
5913104;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;1.0;78.0;Apartment
6853476;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;2;0.0;3;1.0;78.0;Apartment
13684796;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;5;1.0;74.0;Apartment
2746780;Entire home/apt;Sao Paulo;SAO PAULO;Moema;2;0.0;4;2.0;78.0;Apartment
7308779;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;4;1.0;80.0;Apartment
7899349;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;0;0.0;5;2.0;81.0;Apartment
7308999;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;4;1.0;77.0;Apartment
15244906;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;4.5;2;1.0;64.0;Apartment
5970075;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;2.0;66.0;Apartment
4179419;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;2;1.0;71.0;Apartment
7731377;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;3;0.0;69.0;Apartment
11668784;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;2;1.0;67.0;Apartment
5427010;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;3;1.0;62.0;Apartment
16280697;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;1.0;72.0;Apartment
1978527;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;2;1.0;78.0;Apartment
2592285;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;0.0;69.0;Apartment
3357252;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;2;1.0;78.0;Apartment
2882907;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;1.0;78.0;Apartment
17689910;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;2;0.0;78.0;Apartment
13397632;Entire home/apt;Sao Paulo;SAO PAULO;Moema;4;5.0;3;2.0;74.0;Apartment
9685268;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;2.0;78.0;Apartment
8738113;Entire home/apt;Sao Paulo;SAO PAULO;Jabaquara;0;0.0;3;1.0;78.0;Apartment
6272264;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;2;0.0;3;0.0;78.0;Apartment
18786968;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;1.0;68.0;Apartment
11619791;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;0;0.0;2;1.0;78.0;Apartment
18775861;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;63.0;Apartment
16076718;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;1.0;78.0;Apartment
7822096;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;19;5.0;4;2.0;82.0;Apartment
8050759;Entire home/apt;Sao Paulo;SAO PAULO;Moema;3;4.0;2;0.0;78.0;Apartment
12910167;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;1.0;81.0;Apartment
8740024;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;82.0;Apartment
820855;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;6;5.0;2;1.0;69.0;Apartment
11247514;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;6;5.0;4;1.0;77.0;Loft
4303783;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;0.0;82.0;Apartment
7744436;Entire home/apt;Sao Paulo;SAO PAULO;Moema;5;5.0;2;1.0;78.0;Apartment
5481047;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;3;2.0;77.0;Apartment
18076477;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;5.0;2;1.0;73.0;Apartment
8866201;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;5.0;3;2.0;69.0;Apartment
3975565;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;8;5.0;2;1.0;66.0;Apartment
2404385;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;1.0;72.0;Apartment
1003405;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;14;4.5;2;1.0;64.0;Apartment
12198824;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;5;2.0;70.0;Apartment
2593804;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;7;4.5;2;0.0;71.0;Apartment
12849065;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;12;5.0;4;2.0;78.0;Apartment
3906208;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;9;4.5;4;2.0;78.0;Apartment
3183954;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;0.0;73.0;Apartment
2216634;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;12;5.0;2;1.0;78.0;Loft
2440379;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;8;5.0;4;2.0;77.0;Apartment
16723056;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;8;5.0;2;1.0;67.0;Apartment
18151286;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;0.0;78.0;Apartment
18745472;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;3;2.0;77.0;Apartment
14291186;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;0.0;4;1.0;75.0;Apartment
10967381;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;2;1.0;67.0;Apartment
5218340;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;2;0.0;4;2.0;78.0;Apartment
14438644;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;11;5.0;2;1.0;77.0;Apartment
17510403;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;1.0;78.0;Apartment
18431635;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;2.0;72.0;Apartment
18652978;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;3.0;81.0;Apartment
17684101;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;78.0;Apartment
5211604;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;4;1.0;76.0;Apartment
15021490;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;4;5.0;3;1.0;66.0;Apartment
3213292;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;4;1.0;103.0;Apartment
16913126;Entire home/apt;Sao Paulo;SAO PAULO;Alto de Pinheiros;0;0.0;4;2.0;88.0;House
2830365;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;2;0.0;94.0;Apartment
10183472;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;10;5.0;4;3.0;92.0;Apartment
14840567;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;3;2.0;94.0;Apartment
323963;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;5;5.0;4;1.0;94.0;Apartment
15189091;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;2;0.0;4;1.0;91.0;Loft
11572288;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;0;0.0;3;1.0;100.0;Apartment
1196645;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;9;5.0;3;1.0;103.0;Apartment
14576911;Entire home/apt;Sao Paulo;SAO PAULO;Tatuapé;0;0.0;6;2.0;103.0;Apartment
19150871;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;0.0;84.0;Apartment
3059719;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;1;0.0;4;2.0;93.0;Apartment
12164693;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;2.0;103.0;Apartment
16297811;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;0;0.0;4;2.0;94.0;Apartment
898594;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;100.0;Apartment
14753987;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;4.0;3;1.0;91.0;Apartment
19621570;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;6;3.0;84.0;Apartment
8272209;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;2;1.0;62.0;Apartment
4054294;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;2;1.0;78.0;Apartment
16331955;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;6;3.0;78.0;Apartment
15419797;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;5.0;4;2.0;77.0;Apartment
9282484;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;4;2.0;78.0;Apartment
17300897;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;9;5.0;4;1.0;65.0;Apartment
2671139;Entire home/apt;Sao Paulo;SAO PAULO;Cursino;3;4.0;6;2.0;78.0;Apartment
16330987;Entire home/apt;Sao Paulo;SAO PAULO;Vila Mariana;0;0.0;4;3.0;78.0;Apartment
2710183;Entire home/apt;Sao Paulo;SAO PAULO;Sacomã;0;0.0;4;2.0;82.0;Apartment
19017527;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;5;3.0;78.0;Apartment
2045144;Entire home/apt;Sao Paulo;SAO PAULO;Pinheiros;39;5.0;2;1.0;67.0;Condominium
10295800;Entire home/apt;Sao Paulo;SAO PAULO;Liberdade;0;0.0;2;1.0;78.0;Apartment
16971163;Entire home/apt;Sao Paulo;SAO PAULO;Campo Belo;0;0.0;2;1.0;63.0;Apartment
9865704;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;3;4.5;3;1.0;81.0;Condominium
8035895;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;27;5.0;2;0.0;78.0;Apartment
16553610;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;11;5.0;3;2.0;69.0;Apartment
12364984;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;2;1.0;79.0;Apartment
5682342;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;5;5.0;4;2.0;75.0;Apartment
19017531;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;4;2.0;72.0;Apartment
16170502;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;1.0;78.0;Apartment
11278311;Entire home/apt;Sao Paulo;SAO PAULO;Moema;5;5.0;3;1.0;65.0;Apartment
15161063;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;2;1.0;81.0;Apartment
166938;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;16;4.5;2;1.0;69.0;Apartment
2906131;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;1;0.0;2;1.0;78.0;Apartment
12145886;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;4;2.0;78.0;Apartment
15615891;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;3;5.0;2;1.0;81.0;Apartment
19033956;Entire home/apt;Sao Paulo;SAO PAULO;Itaim Bibi;0;0.0;5;3.0;69.0;Apartment
19364976;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;5;2.0;82.0;Apartment
15499850;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;3;0.0;75.0;Apartment
12124475;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;0;0.0;2;1.0;62.0;Apartment
974375;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;2;0.0;3;1.0;63.0;Apartment
2615152;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;5;0.0;66.0;Apartment
16387881;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;2;1.0;69.0;Apartment
7142182;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;6;2.0;75.0;Apartment
6373461;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;0;0.0;4;2.0;71.0;Apartment
11648614;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;0;0.0;4;2.0;81.0;Apartment
14821581;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;1.0;78.0;Apartment
6332148;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;4;4.5;2;1.0;78.0;Apartment
3105070;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;2;1.0;72.0;Apartment
1897110;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;2;1.0;72.0;Apartment
7129071;Entire home/apt;Sao Paulo;SAO PAULO;Perdizes;4;5.0;3;1.0;78.0;Apartment
2592381;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;4;2.0;69.0;Apartment
2586887;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;2;1.0;78.0;Apartment
14963576;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;3;2.0;73.0;Apartment
14420438;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;0;0.0;3;1.0;78.0;Apartment
5918971;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;9;4.5;3;2.0;63.0;Apartment
18214807;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;4;1.0;78.0;Apartment
8935657;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;1.0;71.0;Apartment
17014248;Entire home/apt;Sao Paulo;SAO PAULO;Saúde;3;5.0;4;2.0;73.0;House
10651227;Entire home/apt;Sao Paulo;SAO PAULO;Saúde;0;0.0;2;2.0;66.0;Apartment
2525688;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;3;0.0;67.0;Apartment
14799819;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;0;0.0;2;1.0;66.0;Apartment
2059129;Entire home/apt;Sao Paulo;SAO PAULO;Consolação;4;4.5;4;2.0;78.0;Apartment
13261665;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;1;0.0;4;1.0;74.0;Apartment
6182026;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;2;1.0;78.0;Apartment
19457610;Entire home/apt;Sao Paulo;SAO PAULO;Moema;0;0.0;4;1.0;78.0;Apartment
12980967;Entire home/apt;Sao Paulo;SAO PAULO;Bela Vista;0;0.0;3;1.0;69.0;Apartment
13611526;Entire home/apt;Sao Paulo;SAO PAULO;Saúde;0;0.0;1;3.0;78.0;Apartment
4491695;Entire home/apt;Sao Paulo;SAO PAULO;Moema;1;0.0;4;3.0;78.0;Apartment
15604137;Entire home/apt;Sao Paulo;SAO PAULO;Santa Cecília;0;0.0;2;0.0;78.0;Apartment
6638815;Entire home/apt;Sao Paulo;SAO PAULO;Jardim Paulista;5;5.0;2;1.0;72.0;Apartment
3021108;Entire home/apt;Sao Paulo;SAO PAULO;República;0;0.0;2;1.0;78.0;Apartment
8451918;Entire home/apt;Sao Paulo;SAO PAULO;Liberdade;1;0.0;3;1.0;73.0;Condominium
